L 04/05/2017 - 00:03:40: SourceMod error session started
L 04/05/2017 - 00:03:40: Info (map "emp_streetsoffire") (file "errors_20170405.log")
L 04/05/2017 - 23:06:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:06:43: [SM] Exception reported: Client 8 is not in game
L 04/05/2017 - 23:06:43: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:06:43: [SM] Call stack trace:
L 04/05/2017 - 23:06:43: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:06:43: [SM]   [1] Line 60, squadcontrol.sp::Command_Say_Squad()
L 04/05/2017 - 23:09:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:09:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:10:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:10:54: [maprate.smx] Error establishing database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 23:10:54: [maprate.smx] FATAL: An error occurred while connecting to the database.
L 04/05/2017 - 23:10:54: [SM] Exception reported: An error occurred while connecting to the database.
L 04/05/2017 - 23:10:54: [SM] Blaming: maprate.smx()
L 04/05/2017 - 23:10:54: [SM] Call stack trace:
L 04/05/2017 - 23:10:54: [SM]   [0] SetFailState
L 04/05/2017 - 23:10:54: [SM]   [1] Line 90, /home/forums/content/files/6/4/8/1/2/114450.attach::OnConfigsExecuted()
L 04/05/2017 - 23:11:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:12:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:12:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:12:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:03: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:13:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:01: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:45: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:14:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:15:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:41: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:16:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:17:01: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:17:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:17:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:17:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:17:18: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:17:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:17:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:17:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:17:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:18:01: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:18:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:18:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:18:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:18:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:18:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:18:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:18:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:18:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:19: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:19: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:31: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:19:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:18: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:19: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:20:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:21:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:19: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:22:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:23:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:45: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:24:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:32: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:25:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:26:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:15: [SM] Exception reported: Invalid timer handle 70c1024a (error 1)
L 04/05/2017 - 23:27:15: [SM] Blaming: umc-emp-mapvote.smx()
L 04/05/2017 - 23:27:15: [SM] Call stack trace:
L 04/05/2017 - 23:27:15: [SM]   [0] KillTimer
L 04/05/2017 - 23:27:15: [SM]   [1] Line 686, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-emp-mapvote.sp::UMC_OnNextmapSet()
L 04/05/2017 - 23:27:15: [SM]   [3] Call_Finish
L 04/05/2017 - 23:27:15: [SM]   [4] Line 4834, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::DoMapChange()
L 04/05/2017 - 23:27:15: [SM]   [5] Line 4267, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteWinner()
L 04/05/2017 - 23:27:15: [SM]   [6] Line 3819, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteWinner()
L 04/05/2017 - 23:27:15: [SM]   [7] Line 3795, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteResults()
L 04/05/2017 - 23:27:15: [SM]   [8] Line 1277, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Native_UMCVoteManagerComplete()
L 04/05/2017 - 23:27:15: [SM]   [10] UMC_VoteManagerVoteCompleted
L 04/05/2017 - 23:27:15: [SM]   [11] Line 2309, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteResults()
L 04/05/2017 - 23:27:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:20: Error log file session closed.
L 04/05/2017 - 23:27:20: SourceMod error session started
L 04/05/2017 - 23:27:20: Info (map "emp_research_1_2_2013") (file "errors_20170405.log")
L 04/05/2017 - 23:27:20: [SM] Fatal error encountered parsing translation file "maprate.phrases.txt"
L 04/05/2017 - 23:27:20: [SM] Error (line 0, column 0): Stream failed to open
L 04/05/2017 - 23:27:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:20: [maprate.smx] Error establishing database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 23:27:20: [maprate.smx] FATAL: An error occurred while connecting to the database.
L 04/05/2017 - 23:27:20: [SM] Exception reported: An error occurred while connecting to the database.
L 04/05/2017 - 23:27:20: [SM] Blaming: maprate.smx()
L 04/05/2017 - 23:27:20: [SM] Call stack trace:
L 04/05/2017 - 23:27:20: [SM]   [0] SetFailState
L 04/05/2017 - 23:27:20: [SM]   [1] Line 90, /home/forums/content/files/6/4/8/1/2/114450.attach::OnConfigsExecuted()
L 04/05/2017 - 23:27:20: [umc-maprate-reweight.smx] Error establishing a database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 23:27:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:27:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:28:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:28:20: [SM] Exception reported: Client 16 is not in game
L 04/05/2017 - 23:28:20: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:28:20: [SM] Call stack trace:
L 04/05/2017 - 23:28:20: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:28:20: [SM]   [1] Line 60, squadcontrol.sp::Command_Say_Squad()
L 04/05/2017 - 23:28:31: [SM] Exception reported: Client 16 is not in game
L 04/05/2017 - 23:28:31: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:28:31: [SM] Call stack trace:
L 04/05/2017 - 23:28:31: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:28:31: [SM]   [1] Line 60, squadcontrol.sp::Command_Say_Squad()
L 04/05/2017 - 23:28:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:28:35: [SM] Exception reported: Client 16 is not in game
L 04/05/2017 - 23:28:35: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:28:35: [SM] Call stack trace:
L 04/05/2017 - 23:28:35: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:28:35: [SM]   [1] Line 60, squadcontrol.sp::Command_Say_Squad()
L 04/05/2017 - 23:28:40: [SM] Exception reported: Client 2 is not in game
L 04/05/2017 - 23:28:40: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:28:40: [SM] Call stack trace:
L 04/05/2017 - 23:28:40: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:28:40: [SM]   [1] Line 60, squadcontrol.sp::Command_Say_Squad()
L 04/05/2017 - 23:28:42: [SM] Exception reported: Client 2 is not in game
L 04/05/2017 - 23:28:42: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:28:42: [SM] Call stack trace:
L 04/05/2017 - 23:28:42: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:28:42: [SM]   [1] Line 60, squadcontrol.sp::Command_Say_Squad()
L 04/05/2017 - 23:28:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:30:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:30:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:30:47: [SM] Blaming: adminmenu.smx()
L 04/05/2017 - 23:30:47: [SM] Call stack trace:
L 04/05/2017 - 23:30:47: [SM]   [0] TopMenu.Display
L 04/05/2017 - 23:30:47: [SM]   [1] Line 195, D:\builds\build-sourcemod-msvc12\windows-1.8\build\plugins\adminmenu.sp::Command_DisplayMenu()
L 04/05/2017 - 23:31:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:31:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:32:28: [SM] Exception reported: Client 2 is not in game
L 04/05/2017 - 23:32:28: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:32:28: [SM] Call stack trace:
L 04/05/2017 - 23:32:28: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:32:28: [SM]   [1] Line 306, squadcontrol.sp::vote()
L 04/05/2017 - 23:32:28: [SM]   [2] Line 189, squadcontrol.sp::Command_SL_Vote()
L 04/05/2017 - 23:32:34: [SM] Exception reported: Client 2 is not in game
L 04/05/2017 - 23:32:34: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:32:34: [SM] Call stack trace:
L 04/05/2017 - 23:32:34: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:32:34: [SM]   [1] Line 306, squadcontrol.sp::vote()
L 04/05/2017 - 23:32:34: [SM]   [2] Line 189, squadcontrol.sp::Command_SL_Vote()
L 04/05/2017 - 23:32:37: [SM] Exception reported: Client 2 is not in game
L 04/05/2017 - 23:32:37: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:32:37: [SM] Call stack trace:
L 04/05/2017 - 23:32:37: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:32:37: [SM]   [1] Line 306, squadcontrol.sp::vote()
L 04/05/2017 - 23:32:37: [SM]   [2] Line 189, squadcontrol.sp::Command_SL_Vote()
L 04/05/2017 - 23:32:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:32:53: [SM] Exception reported: Client 2 is not in game
L 04/05/2017 - 23:32:53: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:32:53: [SM] Call stack trace:
L 04/05/2017 - 23:32:53: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:32:53: [SM]   [1] Line 306, squadcontrol.sp::vote()
L 04/05/2017 - 23:32:53: [SM]   [2] Line 189, squadcontrol.sp::Command_SL_Vote()
L 04/05/2017 - 23:33:17: [SM] Exception reported: Client 2 is not in game
L 04/05/2017 - 23:33:17: [SM] Blaming: squadcontrol.smx()
L 04/05/2017 - 23:33:17: [SM] Call stack trace:
L 04/05/2017 - 23:33:17: [SM]   [0] GetClientTeam
L 04/05/2017 - 23:33:17: [SM]   [1] Line 306, squadcontrol.sp::vote()
L 04/05/2017 - 23:33:17: [SM]   [2] Line 189, squadcontrol.sp::Command_SL_Vote()
L 04/05/2017 - 23:33:32: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:34:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:34:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:34:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:34:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:34:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:35:19: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:35:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:35:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:35:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:35:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:35:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:35:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:31: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:45: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:36:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:01: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:37:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:03: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 23:38:44: [SM] Exception reported: Plugin not runnable
